"","Case","No","Task","segment","year","miles","night","gender","age","educ","region","Urb","income","ppark","Ch1","Ch2","Ch3","Ch4","Choice","alt","CC","GN","NS","BU","FA","LD","BZ","FC","FP","RP","PP","KA","SC","TS","NV","MA","LB","AF","HU","Price","chid"
"1946.Ch2",278,5282,19,"Small Car",2001,125,5,1,45,6,"MW",2,235000,365,1,0,0,0,FALSE,2,1,2,4,0,0,1,3,0,0,0,0,0,0,1,1,0,3,1,0,6,1946
"1946.Ch3",278,5282,19,"Small Car",2001,125,5,1,45,6,"MW",2,235000,365,1,0,0,0,FALSE,3,2,2,3,0,0,2,1,0,0,0,0,0,0,2,2,0,1,2,0,11,1946
"1946.Ch4",278,5282,19,"Small Car",2001,125,5,1,45,6,"MW",2,235000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
"1947.Ch1",279,5295,13,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,1,0,0,0,TRUE,1,1,0,0,0,1,1,3,2,2,0,0,0,2,0,2,0,4,0,0,7,1947
"1947.Ch2",279,5295,13,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,1,0,0,0,FALSE,2,1,0,0,0,1,1,3,2,3,0,0,0,1,0,1,0,2,0,0,6,1947
"1947.Ch3",279,5295,13,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,1,0,0,0,FALSE,3,2,0,0,0,1,3,1,1,4,0,0,0,3,0,3,0,3,0,0,10,1947
"1947.Ch4",279,5295,13,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947
"1948.Ch1",279,5296,14,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,1,1,1,4,4,1,0,0,1,0,0,2,0,0,1,0,0,0,0,2,11,1948
"1948.Ch2",279,5296,14,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,2,2,1,5,5,1,0,0,2,0,0,2,0,0,1,0,0,0,0,1,5,1948
"1948.Ch3",279,5296,14,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,3,2,2,4,4,2,0,0,2,0,0,3,0,0,1,0,0,0,0,1,5,1948
"1948.Ch4",279,5296,14,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948
"1949.Ch1",279,5297,15,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,1,3,0,0,6,0,2,1,0,0,1,0,1,3,0,0,3,0,2,0,11,1949
"1949.Ch2",279,5297,15,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,2,1,0,0,2,0,1,1,0,0,2,0,1,1,0,0,3,0,3,0,6,1949
"1949.Ch3",279,5297,15,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,3,2,0,0,2,0,3,3,0,0,1,0,1,3,0,0,2,0,1,0,12,1949
"1949.Ch4",279,5297,15,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949
"1950.Ch1",279,5298,16,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1,3,2,2,12,1950
"1950.Ch2",279,5298,16,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,2,0,0,0,0,2,0,0,0,0,0,0,1,2,3,1,3,4,2,2,10,1950
"1950.Ch3",279,5298,16,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,3,0,0,0,0,1,0,0,0,0,0,0,2,1,3,2,3,2,3,2,10,1950
"1950.Ch4",279,5298,16,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950
"1951.Ch1",279,5299,17,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,1,0,1,2,0,0,1,2,1,2,2,1,2,0,0,0,0,0,0,0,1,1951
"1951.Ch2",279,5299,17,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,2,0,1,2,0,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,6,1951
"1951.Ch3",279,5299,17,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,3,0,1,2,0,0,1,3,1,4,1,1,2,0,0,0,0,0,0,0,8,1951
"1951.Ch4",279,5299,17,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951
"1952.Ch1",279,5300,18,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,1,0,0,0,TRUE,1,3,0,0,0,0,0,2,1,3,0,3,0,0,0,2,4,0,2,1,2,1952
"1952.Ch2",279,5300,18,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,1,0,0,0,FALSE,2,2,0,0,0,0,0,2,1,2,0,3,0,0,0,3,2,0,2,2,6,1952
"1952.Ch3",279,5300,18,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,1,0,0,0,FALSE,3,3,0,0,0,0,0,2,2,2,0,3,0,0,0,1,4,0,2,1,10,1952
"1952.Ch4",279,5300,18,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952
"1953.Ch1",279,5301,19,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,1,0,1,4,4,1,1,0,0,0,2,0,0,1,2,0,0,1,0,0,12,1953
"1953.Ch2",279,5301,19,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,2,0,2,2,6,2,3,0,0,0,1,0,0,3,2,0,0,3,0,0,2,1953
"1953.Ch3",279,5301,19,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,FALSE,3,0,2,5,1,2,1,0,0,0,1,0,0,1,3,0,0,1,0,0,7,1953
"1953.Ch4",279,5301,19,"Midsize Car",2004,175,35,0,45,4,"SE",0,195000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953
"1954.Ch1",280,5314,13,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,1,0,0,1,0,0,1,0,0,1,2,3,1,3,0,0,1,0,3,0,8,1954
"1954.Ch2",280,5314,13,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,2,0,0,1,0,0,1,0,0,4,2,3,2,3,0,0,4,0,3,0,9,1954
"1954.Ch3",280,5314,13,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,TRUE,3,0,0,1,0,0,1,0,0,1,2,2,1,1,0,0,3,0,3,0,2,1954
"1954.Ch4",280,5314,13,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954
"1955.Ch1",280,5315,14,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,1,2,0,0,4,0,2,0,0,0,1,1,2,0,0,1,0,2,0,1,11,1955
"1955.Ch2",280,5315,14,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,2,1,0,0,1,0,3,0,0,0,2,1,1,0,0,3,0,1,0,2,8,1955
"1955.Ch3",280,5315,14,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,TRUE,3,2,0,0,3,0,3,0,0,0,2,2,1,0,0,2,0,4,0,1,8,1955
"1955.Ch4",280,5315,14,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955
"1956.Ch1",280,5316,15,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,1,0,1,0,0,1,0,3,1,3,2,0,0,0,2,2,4,0,0,0,9,1956
"1956.Ch2",280,5316,15,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,2,0,2,0,0,2,0,1,1,3,1,0,0,0,3,2,4,0,0,0,1,1956
"1956.Ch3",280,5316,15,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,TRUE,3,0,1,0,0,2,0,1,2,3,2,0,0,0,3,1,4,0,0,0,8,1956
"1956.Ch4",280,5316,15,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956
"1957.Ch1",280,5317,16,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,1,1,0,4,4,0,2,0,2,0,0,3,0,3,3,0,3,0,0,0,10,1957
"1957.Ch2",280,5317,16,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,2,2,0,2,4,0,2,0,2,0,0,1,0,3,1,0,3,0,0,0,7,1957
"1957.Ch3",280,5317,16,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,TRUE,3,2,0,1,5,0,3,0,2,0,0,1,0,1,1,0,4,0,0,0,10,1957
"1957.Ch4",280,5317,16,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957
"1958.Ch1",280,5318,17,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,1,0,1,0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,3,1,8,1958
"1958.Ch2",280,5318,17,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,2,0,2,0,0,1,3,1,0,1,0,0,2,0,0,0,0,3,3,1,11,1958
"1958.Ch3",280,5318,17,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,TRUE,3,0,1,0,0,2,1,2,0,1,0,0,1,0,0,0,0,2,3,2,4,1958
"1958.Ch4",280,5318,17,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958
"1959.Ch1",280,5319,18,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,1,3,0,4,6,2,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1959
"1959.Ch2",280,5319,18,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,2,3,0,5,3,2,0,2,0,3,0,0,1,0,0,0,2,3,0,0,5,1959
"1959.Ch3",280,5319,18,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,TRUE,3,2,0,2,6,2,0,2,0,3,0,0,2,0,0,0,1,2,0,0,6,1959
"1959.Ch4",280,5319,18,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959
"1960.Ch1",280,5320,19,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,1,0,2,0,0,0,0,0,1,0,1,3,0,1,2,2,0,0,3,1,4,1960
"1960.Ch2",280,5320,19,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,2,0,2,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,2,9,1960
"1960.Ch3",280,5320,19,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,TRUE,3,0,2,0,0,0,0,0,1,0,1,3,0,4,3,2,0,0,1,2,5,1960
"1960.Ch4",280,5320,19,"Midsize Luxury Utility segements",2004,75,35,1,25,6,"MW",2,250000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960
"1961.Ch1",281,5333,13,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,1,1,2,5,0,0,0,0,1,1,0,0,0,4,0,0,3,3,2,0,8,1961
"1961.Ch2",281,5333,13,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,2,3,2,4,0,0,0,0,2,3,0,0,0,3,0,0,3,1,3,0,2,1961
"1961.Ch3",281,5333,13,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,3,2,2,3,0,0,0,0,1,1,0,0,0,3,0,0,1,1,3,0,9,1961
"1961.Ch4",281,5333,13,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961
"1962.Ch1",281,5334,14,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,1,2,0,2,0,0,0,0,0,1,1,1,0,1,2,2,0,0,0,1,10,1962
"1962.Ch2",281,5334,14,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,2,3,0,1,0,0,0,0,0,4,2,1,0,3,1,1,0,0,0,2,6,1962
"1962.Ch3",281,5334,14,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,3,1,0,5,0,0,0,0,0,2,1,2,0,1,3,1,0,0,0,2,10,1962
"1962.Ch4",281,5334,14,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962
"1963.Ch1",281,5335,15,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,1,2,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,0,0,8,1963
"1963.Ch2",281,5335,15,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,2,1,2,0,3,1,3,1,0,0,0,0,1,0,0,0,1,2,0,0,9,1963
"1963.Ch3",281,5335,15,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,3,1,1,0,6,2,3,1,0,0,0,0,1,0,0,0,2,2,0,0,8,1963
"1963.Ch4",281,5335,15,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963
"1964.Ch1",281,5336,16,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,1,0,2,5,0,1,0,1,0,0,0,1,0,0,1,1,3,0,3,0,7,1964
"1964.Ch2",281,5336,16,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,2,0,2,2,0,1,0,2,0,0,0,2,0,0,3,1,3,0,1,0,12,1964
"1964.Ch3",281,5336,16,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,3,0,1,4,0,2,0,2,0,0,0,1,0,0,3,3,2,0,3,0,7,1964
"1964.Ch4",281,5336,16,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964
"1965.Ch1",281,5337,17,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,1,0,0,0,5,0,1,0,1,3,2,0,2,4,0,0,2,0,0,2,6,1965
"1965.Ch2",281,5337,17,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,2,0,0,0,3,0,3,0,1,1,2,0,2,4,0,0,2,0,0,2,10,1965
"1965.Ch3",281,5337,17,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,3,0,0,0,5,0,2,0,2,1,2,0,2,4,0,0,4,0,0,2,2,1965
"1965.Ch4",281,5337,17,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965
"1966.Ch1",281,5338,18,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,1,0,2,3,0,2,3,0,1,4,1,3,0,0,0,0,0,0,3,0,5,1966
"1966.Ch2",281,5338,18,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,2,0,2,1,0,2,2,0,1,2,1,2,0,0,0,0,0,0,2,0,5,1966
"1966.Ch3",281,5338,18,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,3,0,1,2,0,1,2,0,1,2,2,3,0,0,0,0,0,0,2,0,1,1966
"1966.Ch4",281,5338,18,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
"1967.Ch1",281,5339,19,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,1,2,0,0,2,0,0,1,0,4,0,0,1,0,2,3,0,1,0,1,9,1967
"1967.Ch2",281,5339,19,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,2,2,0,0,3,0,0,3,0,3,0,0,1,0,2,3,0,4,0,2,4,1967
"1967.Ch3",281,5339,19,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,FALSE,3,1,0,0,3,0,0,3,0,3,0,0,1,0,1,2,0,1,0,2,8,1967
"1967.Ch4",281,5339,19,"Midsize Utility",2002,25,5,0,35,5,"MW",1,20000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
"1968.Ch1",282,5352,13,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,1,3,0,0,6,0,0,0,0,0,1,2,1,1,0,0,3,4,3,0,10,1968
"1968.Ch2",282,5352,13,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,TRUE,2,3,0,0,5,0,0,0,0,0,2,2,1,3,0,0,2,3,1,0,9,1968
"1968.Ch3",282,5352,13,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,3,3,0,0,3,0,0,0,0,0,1,1,1,4,0,0,2,3,1,0,10,1968
"1968.Ch4",282,5352,13,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968
"1969.Ch1",282,5353,14,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,1,0,0,0,TRUE,1,0,1,0,4,2,0,1,1,1,0,2,0,0,1,0,0,1,0,0,7,1969
"1969.Ch2",282,5353,14,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,1,0,0,0,FALSE,2,0,1,0,4,1,0,2,1,3,0,1,0,0,1,0,0,2,0,0,10,1969
"1969.Ch3",282,5353,14,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,1,0,0,0,FALSE,3,0,2,0,4,2,0,1,1,1,0,3,0,0,2,0,0,2,0,0,4,1969
"1969.Ch4",282,5353,14,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969
"1970.Ch1",282,5354,15,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,1,0,0,2,1,2,2,0,0,0,0,0,2,4,0,2,0,0,3,2,9,1970
"1970.Ch2",282,5354,15,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,TRUE,2,0,0,3,5,1,3,0,0,0,0,0,2,2,0,3,0,0,3,2,4,1970
"1970.Ch3",282,5354,15,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,3,0,0,5,3,1,3,0,0,0,0,0,1,4,0,1,0,0,1,1,1,1970
"1970.Ch4",282,5354,15,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
"1971.Ch1",282,5355,16,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,1,0,0,0,TRUE,1,0,2,0,0,0,1,2,0,4,0,1,1,0,0,3,3,0,2,0,8,1971
"1971.Ch2",282,5355,16,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,1,0,0,0,FALSE,2,0,2,0,0,0,3,3,0,4,0,3,2,0,0,3,3,0,2,0,12,1971
"1971.Ch3",282,5355,16,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,1,0,0,0,FALSE,3,0,2,0,0,0,3,2,0,4,0,3,2,0,0,1,2,0,1,0,8,1971
"1971.Ch4",282,5355,16,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
"1972.Ch1",282,5356,17,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,1,2,0,2,0,0,0,1,2,0,1,0,0,2,2,0,0,1,0,2,5,1972
"1972.Ch2",282,5356,17,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,TRUE,2,3,0,5,0,0,0,2,1,0,1,0,0,1,1,0,0,2,0,1,7,1972
"1972.Ch3",282,5356,17,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,3,2,0,2,0,0,0,1,1,0,1,0,0,4,3,0,0,2,0,2,6,1972
"1972.Ch4",282,5356,17,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
"1973.Ch1",282,5357,18,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,0,1,0,FALSE,1,0,0,0,0,2,0,0,1,0,0,2,2,2,0,2,3,3,0,1,1,1973
"1973.Ch2",282,5357,18,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,0,1,0,FALSE,2,0,0,0,0,1,0,0,1,0,0,3,1,3,0,2,4,4,0,1,3,1973
"1973.Ch3",282,5357,18,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,0,1,0,TRUE,3,0,0,0,0,1,0,0,2,0,0,3,2,2,0,3,4,4,0,1,9,1973
"1973.Ch4",282,5357,18,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
"1974.Ch1",282,5358,19,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,1,3,1,2,4,0,2,0,0,1,1,0,0,0,2,0,0,0,3,0,1,1974
"1974.Ch2",282,5358,19,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,TRUE,2,3,2,3,6,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,7,1974
"1974.Ch3",282,5358,19,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,3,2,2,5,6,0,1,0,0,4,2,0,0,0,2,0,0,0,2,0,12,1974
"1974.Ch4",282,5358,19,"Midsize Utility",2004,25,35,0,35,2,"SE",1,185000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
"1975.Ch1",283,5371,13,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,1,3,0,0,0,0,0,3,0,0,1,3,2,0,0,3,1,1,2,0,3,1975
"1975.Ch2",283,5371,13,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,2,2,0,0,0,0,0,1,0,0,2,1,2,0,0,3,3,4,2,0,9,1975
"1975.Ch3",283,5371,13,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,3,3,0,0,0,0,0,3,0,0,1,2,2,0,0,1,3,3,3,0,8,1975
"1975.Ch4",283,5371,13,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
"1976.Ch1",283,5372,14,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,1,2,1,0,4,1,2,2,1,0,0,0,0,0,2,3,0,0,0,0,11,1976
"1976.Ch2",283,5372,14,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,2,3,1,0,1,2,1,3,1,0,0,0,0,0,1,2,0,0,0,0,12,1976
"1976.Ch3",283,5372,14,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,3,2,2,0,3,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,12,1976
"1976.Ch4",283,5372,14,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
"1977.Ch1",283,5373,15,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,1,2,0,3,0,1,0,0,0,3,1,2,0,2,0,0,0,4,0,1,4,1977
"1977.Ch2",283,5373,15,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,2,3,0,4,0,1,0,0,0,3,2,2,0,3,0,0,0,4,0,1,7,1977
"1977.Ch3",283,5373,15,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,3,2,0,2,0,2,0,0,0,3,1,2,0,2,0,0,0,3,0,1,5,1977
"1977.Ch4",283,5373,15,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
"1978.Ch1",283,5374,16,"Midsize Car",2003,25,35,1,25,6,"MW",1,250000,1,0,0,0,1,FALSE,1,0,1,0,0,0,2,0,1,2,0,1,0,1,0,0,1,4,2,0,5,1978
