No,CC,GN,NS,BU,FA,LD,BZ,FC,FP,RP,PP,KA,SC,TS,NV,MA,LB,AF,HU,Price,Choice
18018,2,2,0,0,2,0,0,0,2,0,0,2,2,0,2,0,3,0,2,9,1
18019,3,1,0,0,1,0,0,0,4,0,0,2,2,0,1,0,3,0,1,10,0
18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,2,0,0,1,0,2,0,1,3,1,0,1,0,2,0,2,0,0,0,12,0
18022,3,0,0,6,0,3,0,2,3,2,0,1,0,2,0,3,0,0,0,6,0
18023,3,0,0,5,0,3,0,2,3,2,0,1,0,2,0,3,0,0,0,10,1
18024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18025,0,0,3,0,2,0,1,0,0,0,1,0,2,0,3,1,2,2,0,8,0
18026,0,0,3,0,2,0,3,0,0,0,1,0,4,0,2,4,1,3,0,9,0
18027,0,0,1,0,1,0,2,0,0,0,1,0,4,0,1,1,4,1,0,7,1
18028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18029,0,1,0,4,0,2,0,0,1,0,3,0,4,0,0,0,1,1,1,8,1
18030,0,2,0,1,0,1,0,0,4,0,1,0,4,0,0,0,2,2,2,4,0
18031,0,2,0,6,0,3,0,0,3,0,2,0,3,0,0,0,2,2,2,10,0
18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18033,1,2,1,0,2,0,3,1,0,0,0,1,0,2,0,0,0,0,1,3,0
18034,2,1,3,0,1,0,3,2,0,0,0,1,0,1,0,0,0,0,2,7,0
18035,1,1,4,0,2,0,2,1,0,0,0,1,0,1,0,0,0,0,2,2,1
18036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18037,0,0,0,1,0,0,3,0,4,2,0,1,0,0,2,1,0,1,2,12,0
18038,0,0,0,3,0,0,1,0,3,2,0,2,0,0,2,2,0,2,1,5,1
18039,0,0,0,2,0,0,2,0,1,1,0,1,0,0,2,4,0,1,1,4,0
18040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18041,0,1,3,0,0,3,0,1,0,2,0,0,2,2,3,4,0,0,0,9,0
18042,0,1,3,0,0,1,0,2,0,2,0,0,4,2,1,3,0,0,0,10,0
18043,0,2,5,0,0,1,0,2,0,1,0,0,2,2,2,4,0,0,0,11,1
18044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18045,3,0,2,1,2,0,0,2,0,0,2,2,0,0,0,3,1,0,0,1,0
18046,3,0,5,2,1,0,0,2,0,0,2,1,0,0,0,3,3,0,0,10,0
18047,2,0,1,4,1,0,0,1,0,0,2,2,0,0,0,4,3,0,0,12,1
18048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18049,1,0,0,0,2,3,2,0,0,0,0,0,0,1,2,0,1,1,1,1,1
18050,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,2,1,2,10,0
18051,2,0,0,0,1,3,3,0,0,0,0,0,0,2,3,0,2,3,1,6,0
18052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18053,0,2,0,0,2,2,0,0,4,2,1,0,3,3,0,4,0,0,0,6,0
18054,0,2,0,0,1,1,0,0,2,2,1,0,2,3,0,3,0,0,0,12,0
18055,0,1,0,0,1,2,0,0,1,2,1,0,2,2,0,2,0,0,0,1,1
18056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18057,0,1,5,0,0,0,2,2,1,1,0,1,0,0,0,0,4,1,0,12,0
18058,0,2,5,0,0,0,3,1,3,1,0,1,0,0,0,0,1,3,0,5,0
18059,0,1,1,0,0,0,2,1,4,1,0,2,0,0,0,0,3,1,0,6,1
18060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18061,1,0,0,5,0,0,0,0,0,2,2,1,1,1,2,0,0,0,1,8,0
18062,2,0,0,3,0,0,0,0,0,2,2,1,1,2,1,0,0,0,1,7,0
18063,1,0,0,4,0,0,0,0,0,1,2,1,4,3,2,0,0,0,1,5,1
18064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18065,0,1,0,2,0,0,3,1,0,0,3,0,1,0,2,0,4,0,1,12,0
18066,0,1,0,4,0,0,2,1,0,0,2,0,4,0,3,0,2,0,2,5,1
18067,0,2,0,4,0,0,1,2,0,0,1,0,2,0,1,0,4,0,2,1,0
18068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18069,3,1,1,4,2,3,0,0,4,0,0,0,0,0,0,4,0,1,0,12,0
18070,3,1,4,1,2,3,0,0,2,0,0,0,0,0,0,3,0,3,0,3,0
18071,2,2,2,4,2,1,0,0,3,0,0,0,0,0,0,1,0,1,0,12,1
18072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18073,1,0,1,0,0,0,1,0,3,0,0,0,1,1,3,4,3,0,0,6,1
18074,3,0,5,0,0,0,1,0,4,0,0,0,2,3,2,4,4,0,0,1,0
18075,1,0,4,0,0,0,3,0,2,0,0,0,1,1,2,3,2,0,0,3,0
18076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18077,0,0,0,0,2,3,0,2,0,1,1,1,0,0,0,2,0,1,1,9,0
18078,0,0,0,0,2,2,0,2,0,2,2,2,0,0,0,4,0,1,2,3,0
18079,0,0,0,0,1,1,0,2,0,1,1,1,0,0,0,4,0,1,1,8,1
18080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18081,1,0,1,6,0,2,1,0,0,1,0,0,2,0,0,0,0,3,2,1,0
18082,1,0,4,3,0,2,1,0,0,1,0,0,1,0,0,0,0,3,1,5,1
18083,3,0,1,4,0,3,2,0,0,2,0,0,1,0,0,0,0,1,2,4,0
18084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18085,0,2,0,0,2,0,0,1,2,0,1,1,0,1,1,0,4,0,0,8,0
18086,0,1,0,0,2,0,0,1,3,0,3,2,0,1,2,0,2,0,0,11,1
18087,0,1,0,0,2,0,0,2,1,0,3,2,0,1,1,0,2,0,0,12,0
18088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18089,2,2,0,0,0,1,2,0,0,2,1,1,0,3,0,4,0,0,0,7,1
18090,1,2,0,0,0,3,2,0,0,1,1,2,0,1,0,4,0,0,0,12,0
18091,1,2,0,0,0,1,2,0,0,1,1,1,0,3,0,1,0,0,0,3,0
18092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18093,0,0,3,2,2,0,0,2,3,1,0,0,0,0,3,0,3,2,0,5,0
18094,0,0,1,6,2,0,0,1,1,1,0,0,0,0,1,0,1,3,0,7,0
18095,0,0,3,6,1,0,0,2,1,1,0,0,0,0,2,0,4,3,0,5,1
18096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18097,2,0,0,0,2,1,0,0,0,0,2,1,1,0,3,0,1,0,1,7,0
18098,1,0,0,0,1,1,0,0,0,0,1,1,1,0,3,0,3,0,2,2,1
18099,3,0,0,0,1,1,0,0,0,0,2,2,1,0,2,0,2,0,1,12,0
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18101,0,1,3,0,0,0,1,1,4,0,0,0,1,0,0,3,0,3,2,12,1
18102,0,2,3,0,0,0,1,1,4,0,0,0,2,0,0,2,0,2,2,10,0
18103,0,2,4,0,0,0,1,1,4,0,0,0,1,0,0,1,0,1,1,9,0
18104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18105,0,0,0,6,1,1,0,0,0,0,0,2,4,2,2,3,0,2,0,12,0
18106,0,0,0,5,1,2,0,0,0,0,0,2,3,1,3,4,0,3,0,6,1
18107,0,0,0,6,2,2,0,0,0,0,0,2,2,3,2,4,0,1,0,11,0
18108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18109,1,1,0,5,0,0,0,2,2,1,2,0,0,1,0,0,0,0,2,9,1
18110,2,1,0,4,0,0,0,1,1,2,3,0,0,2,0,0,0,0,2,7,0
18111,3,1,0,1,0,0,0,2,3,2,1,0,0,1,0,0,0,0,1,7,0
18112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18113,2,1,3,0,2,0,3,1,0,0,0,0,0,2,0,1,3,0,0,7,0
18114,2,1,1,0,2,0,1,2,0,0,0,0,0,1,0,3,1,0,0,6,0
18115,1,1,2,0,2,0,1,1,0,0,0,0,0,3,0,4,4,0,0,12,1
18116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18117,0,0,2,0,0,2,3,0,0,2,1,1,0,0,2,0,3,0,2,6,0
18118,0,0,1,0,0,2,1,0,0,1,2,2,0,0,3,0,1,0,1,1,1
18119,0,0,5,0,0,3,2,0,0,1,3,2,0,0,3,0,1,0,2,11,0
18120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18121,3,0,1,2,0,0,2,0,1,0,0,2,4,0,0,0,0,3,1,8,0
18122,2,0,2,1,0,0,3,0,2,0,0,2,1,0,0,0,0,1,1,2,1
18123,2,0,5,4,0,0,3,0,4,0,0,1,2,0,0,0,0,2,1,11,0
18124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18125,0,2,0,6,1,0,0,0,0,1,3,0,3,0,0,3,4,1,0,1,0
18126,0,1,0,3,2,0,0,0,0,1,1,0,4,0,0,2,2,2,0,1,0
18127,0,1,0,4,1,0,0,0,0,2,2,0,1,0,0,2,2,2,0,1,0
18128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18129,0,0,0,0,0,3,0,2,1,0,0,0,0,2,1,3,4,3,2,11,1
18130,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,1,1,2,2,11,0
18131,0,0,0,0,0,1,0,2,4,0,0,0,0,2,2,4,2,1,2,2,0
18132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18133,0,1,0,1,0,0,2,2,0,1,0,2,3,2,1,0,0,0,0,6,1
18134,0,1,0,3,0,0,2,2,0,1,0,2,2,2,2,0,0,0,0,4,0
18135,0,1,0,3,0,0,1,1,0,1,0,2,4,3,3,0,0,0,0,4,0
18136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18137,2,1,5,0,2,1,0,0,4,0,2,0,4,0,3,0,0,0,0,9,0
18138,3,2,3,0,1,2,0,0,3,0,1,0,2,0,1,0,0,0,0,1,1
18139,2,1,4,0,2,3,0,0,3,0,2,0,1,0,3,0,0,0,0,6,0
18140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18141,0,0,0,0,1,0,3,2,4,1,2,2,0,0,0,2,0,2,0,7,0
18142,0,0,0,0,1,0,2,1,4,1,2,2,0,0,0,4,0,2,0,12,0
18143,0,0,0,0,1,0,3,2,3,1,1,2,0,0,0,2,0,2,0,1,1
18144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18145,1,0,2,2,0,2,0,0,0,0,0,0,4,3,0,4,2,0,2,2,0
18146,1,0,4,3,0,3,0,0,0,0,0,0,4,3,0,3,2,0,2,7,1
18147,2,0,3,5,0,1,0,0,0,0,0,0,2,1,0,4,3,0,2,2,0
18148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18149,0,1,3,0,2,0,0,2,0,0,0,1,0,2,0,0,3,2,1,4,0
18150,0,1,4,0,1,0,0,2,0,0,0,2,0,3,0,0,3,2,1,12,1
18151,0,2,4,0,2,0,0,2,0,0,0,2,0,3,0,0,1,3,1,1,0
18152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18153,3,0,0,6,0,2,3,0,3,2,1,0,0,0,3,0,0,2,0,5,0
18154,1,0,0,5,0,1,1,0,3,1,3,0,0,0,1,0,0,2,0,10,0
18155,2,0,0,6,0,2,1,0,1,1,3,0,0,0,3,0,0,2,0,7,1
18156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18157,3,0,4,6,2,0,0,1,0,2,0,1,0,0,2,2,0,0,0,2,0
18158,2,0,1,1,2,0,0,1,0,1,0,1,0,0,3,1,0,0,0,1,1
18159,2,0,3,4,1,0,0,2,0,2,0,2,0,0,1,2,0,0,0,7,0
18160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18161,0,2,0,0,0,2,3,0,3,0,3,0,4,2,0,0,2,0,2,4,1
18162,0,1,0,0,0,1,2,0,4,0,3,0,3,3,0,0,4,0,1,2,0
18163,0,1,0,0,0,2,2,0,3,0,2,0,2,2,0,0,1,0,2,10,0
18164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18165,1,0,3,0,1,0,2,0,0,1,0,0,0,3,2,0,0,1,2,11,0
18166,3,0,5,0,1,0,3,0,0,2,0,0,0,2,2,0,0,2,2,1,0
18167,2,0,1,0,1,0,3,0,0,1,0,0,0,2,3,0,0,1,1,8,0
18168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18169,0,0,0,3,0,2,0,2,4,0,2,1,3,0,0,4,3,0,0,10,0
18170,0,0,0,2,0,3,0,1,3,0,2,2,2,0,0,1,3,0,0,5,1
18171,0,0,0,6,0,1,0,2,1,0,3,2,2,0,0,2,3,0,0,10,0
18172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18173,0,2,0,2,2,3,2,0,0,0,0,1,0,0,0,4,0,1,1,7,0
18174,0,1,0,3,2,3,2,0,0,0,0,2,0,0,0,2,0,3,2,8,0
18175,0,1,0,6,2,1,1,0,0,0,0,2,0,0,0,4,0,2,1,11,0
18176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18177,3,1,4,0,0,0,0,1,2,1,0,0,1,0,2,0,1,0,0,6,0
18178,3,1,3,0,0,0,0,2,3,2,0,0,2,0,3,0,4,0,0,10,0
18179,3,1,3,0,0,0,0,1,1,1,0,0,4,0,1,0,1,0,0,10,0
18180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18181,0,0,3,0,0,0,0,0,0,1,2,2,1,1,3,3,0,0,1,3,0
18182,0,0,1,0,0,0,0,0,0,2,3,1,4,1,2,2,0,0,1,9,1
18183,0,0,4,0,0,0,0,0,0,2,2,2,2,2,2,4,0,0,1,3,0
18184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18185,0,1,5,5,2,1,1,1,0,0,2,0,0,2,0,0,0,0,0,10,0
18186,0,1,3,1,2,1,3,1,0,0,3,0,0,3,0,0,0,0,0,6,0
18187,0,2,2,3,1,2,1,2,0,0,2,0,0,3,0,0,0,0,0,10,0
18188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18189,2,0,0,4,0,0,1,0,1,0,0,0,0,1,1,2,2,1,0,5,0
18190,1,0,0,1,0,0,1,0,3,0,0,0,0,1,1,3,4,2,0,9,0
18191,1,0,0,3,0,0,1,0,4,0,0,0,0,2,2,4,1,2,0,12,0
18192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18193,2,0,0,0,2,0,0,2,0,0,3,2,3,0,0,0,1,1,2,2,0
18194,2,0,0,0,1,0,0,1,0,0,2,2,2,0,0,0,4,2,1,10,0
18195,1,0,0,0,1,0,0,1,0,0,3,1,3,0,0,0,1,1,2,11,0
18196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18197,0,1,2,5,0,3,0,0,1,2,1,0,0,0,0,0,0,2,1,3,0
18198,0,2,1,6,0,2,0,0,3,2,3,0,0,0,0,0,0,3,1,11,0
18199,0,1,2,5,0,1,0,0,2,2,2,0,0,0,0,0,0,2,1,9,0
18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18201,3,2,0,0,0,1,3,2,3,0,0,1,0,0,1,2,0,0,0,4,0
18202,1,2,0,0,0,2,3,1,1,0,0,1,0,0,2,4,0,0,0,4,1
18203,2,1,0,0,0,2,2,2,3,0,0,1,0,0,3,3,0,0,0,8,0
18204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18205,2,0,0,0,1,1,0,0,3,1,0,1,2,1,0,0,3,0,0,2,1
18206,1,0,0,0,2,3,0,0,2,2,0,2,4,1,0,0,4,0,0,5,0
18207,2,0,0,0,2,2,0,0,2,1,0,2,4,1,0,0,1,0,0,8,0
18208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18209,0,0,4,0,0,0,2,2,0,2,1,0,1,0,0,4,1,3,0,11,0
18210,0,0,2,0,0,0,1,1,0,1,2,0,1,0,0,1,1,1,0,1,1
18211,0,0,5,0,0,0,2,2,0,1,1,0,4,0,0,3,1,2,0,5,0
18212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18213,0,2,0,4,2,0,0,0,1,0,0,0,3,3,2,0,0,2,2,3,1
18214,0,1,0,3,1,0,0,0,1,0,0,0,1,2,1,0,0,3,1,12,0
18215,0,1,0,6,1,0,0,0,1,0,0,0,3,2,2,0,0,3,1,11,0
18216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18217,0,0,2,2,1,2,3,0,0,0,0,2,0,2,1,0,3,0,0,7,0
18218,0,0,3,2,2,3,1,0,0,0,0,1,0,1,3,0,4,0,0,11,0
18219,0,0,2,2,1,3,1,0,0,0,0,1,0,3,2,0,1,0,0,7,0
18220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18221,1,1,0,3,0,0,0,1,0,1,3,0,0,0,0,1,1,0,2,6,0
18222,1,1,0,1,0,0,0,1,0,1,3,0,0,0,0,4,2,0,2,10,0
18223,3,2,0,6,0,0,0,2,0,1,3,0,0,0,0,4,2,0,2,1,0
18224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18225,2,0,3,0,2,0,3,0,4,0,3,2,0,0,0,4,0,0,2,11,0
18226,1,0,4,0,2,0,3,0,1,0,3,1,0,0,0,2,0,0,1,10,0
18227,1,0,1,0,2,0,2,0,1,0,2,1,0,0,0,3,0,0,2,11,0
18228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18229,2,2,0,0,0,1,0,2,0,1,0,0,2,1,3,0,0,2,0,12,0
18230,2,2,0,0,0,1,0,1,0,2,0,0,2,3,1,0,0,3,0,2,1
18231,3,2,0,0,0,1,0,2,0,1,0,0,1,3,3,0,0,3,0,3,0
18232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18233,0,2,0,0,1,2,3,0,0,2,0,0,0,0,1,4,4,0,2,12,0
18234,0,2,0,0,1,1,2,0,0,1,0,0,0,0,2,2,3,0,1,2,1
18235,0,1,0,0,1,3,2,0,0,2,0,0,0,0,1,4,3,0,1,5,0
18236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18237,0,0,1,5,0,0,0,2,3,0,3,1,2,2,0,0,0,2,0,3,1
18238,0,0,2,5,0,0,0,2,1,0,3,2,4,2,0,0,0,1,0,7,0
18239,0,0,3,5,0,0,0,1,4,0,2,2,3,2,0,0,0,2,0,7,0
18240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18241,1,0,1,3,1,3,0,1,0,1,0,0,3,0,0,4,0,0,0,9,0
18242,3,0,5,4,1,2,0,2,0,1,0,0,2,0,0,2,0,0,0,11,0
18243,3,0,3,4,2,1,0,2,0,2,0,0,3,0,0,2,0,0,0,5,1
18244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18245,0,2,0,0,0,0,1,0,0,0,1,2,2,0,3,0,1,1,1,12,0
18246,0,1,0,0,0,0,3,0,0,0,3,1,4,0,3,0,1,3,2,4,0
18247,0,1,0,0,0,0,2,0,0,0,2,2,1,0,3,0,3,2,1,5,1
18248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18249,0,2,5,0,2,0,0,0,3,0,3,0,0,2,1,3,4,0,0,11,0
18250,0,1,1,0,1,0,0,0,4,0,2,0,0,3,3,4,2,0,0,11,0
18251,0,2,1,0,1,0,0,0,2,0,2,0,0,3,1,4,4,0,0,9,1
18252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18253,2,0,0,3,0,0,2,2,1,2,0,2,0,3,0,0,0,0,2,1,0
18254,3,0,0,5,0,0,1,2,3,2,0,2,0,3,0,0,0,0,1,3,1
18255,1,0,0,6,0,0,3,2,4,1,0,1,0,2,0,0,0,0,1,8,0
18256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18257,1,0,1,0,1,1,0,2,4,0,0,0,0,0,0,0,3,1,2,12,0
18258,3,0,1,0,1,2,0,1,4,0,0,0,0,0,0,0,3,2,2,5,1
18259,3,0,5,0,2,1,0,1,2,0,0,0,0,0,0,0,4,3,2,1,0
18260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18261,0,0,0,0,0,3,1,0,0,2,2,0,1,1,3,4,0,3,0,1,0
18262,0,0,0,0,0,3,2,0,0,2,2,0,1,2,3,1,0,1,0,6,0
18263,0,0,0,0,0,3,1,0,0,1,1,0,3,2,1,3,0,3,0,7,1
18264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18265,0,1,3,5,0,1,1,0,0,2,0,2,0,0,0,0,4,2,0,5,0
18266,0,2,3,4,0,2,2,0,0,2,0,2,0,0,0,0,2,1,0,7,1
18267,0,2,5,4,0,2,1,0,0,2,0,2,0,0,0,0,3,3,0,2,0
18268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18269,0,1,0,5,2,0,0,2,0,0,1,1,4,0,1,0,0,0,2,3,0
18270,0,1,0,5,1,0,0,2,0,0,1,2,3,0,2,0,0,0,2,8,1
18271,0,2,0,6,2,0,0,2,0,0,3,1,2,0,2,0,0,0,2,5,0
18272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18273,1,1,0,0,2,0,0,0,3,0,0,2,1,1,0,2,0,1,0,2,0
18274,1,1,0,0,1,0,0,0,4,0,0,1,1,2,0,1,0,3,0,9,1
18275,2,1,0,0,2,0,0,0,4,0,0,2,3,1,0,1,0,1,0,1,0
18276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18277,3,0,3,3,0,1,0,0,0,0,1,0,0,2,1,4,0,0,2,9,0
18278,3,0,3,6,0,3,0,0,0,0,2,0,0,2,2,4,0,0,2,11,0
18279,3,0,5,6,0,2,0,0,0,0,1,0,0,3,1,1,0,0,1,6,1
18280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18281,0,0,0,4,1,0,1,1,2,1,0,0,4,0,3,0,4,0,0,5,1
18282,0,0,0,1,1,0,2,1,2,2,0,0,2,0,1,0,3,0,0,11,0
18283,0,0,0,6,2,0,3,2,2,1,0,0,1,0,1,0,4,0,0,7,0
18284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18285,0,0,0,0,0,2,0,2,4,2,0,2,0,3,0,2,3,0,1,6,0
18286,0,0,0,0,0,1,0,1,2,1,0,1,0,1,0,1,4,0,1,12,0
18287,0,0,0,0,0,2,0,1,2,1,0,2,0,1,0,1,4,0,2,7,1
18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18289,3,1,2,0,2,0,2,2,0,0,1,0,0,1,0,0,0,2,0,5,1
18290,3,2,3,0,1,0,1,2,0,0,3,0,0,2,0,0,0,1,0,1,0
18291,1,2,5,0,1,0,3,1,0,0,2,0,0,2,0,0,0,2,0,2,0
18292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18293,0,2,4,4,0,3,2,0,4,0,0,0,3,0,0,3,0,0,2,2,1
18294,0,1,1,4,0,3,3,0,3,0,0,0,4,0,0,1,0,0,2,1,0
18295,0,1,2,6,0,1,3,0,1,0,0,0,1,0,0,4,0,0,2,7,0
18296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18297,2,2,0,5,0,0,0,0,0,2,3,1,0,0,2,0,4,3,0,4,1
18298,3,1,0,1,0,0,0,0,0,2,2,1,0,0,1,0,4,3,0,12,0
18299,1,1,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,9,0
18300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18301,0,0,4,0,0,3,0,2,0,1,0,2,0,3,3,0,0,2,2,8,0
18302,0,0,5,0,0,1,0,1,0,1,0,2,0,3,2,0,0,1,1,1,1
18303,0,0,1,0,0,3,0,1,0,1,0,2,0,3,1,0,0,2,2,11,0
18304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18305,1,0,0,0,1,0,3,0,2,1,1,0,2,0,0,3,4,0,0,3,0
18306,3,0,0,0,1,0,2,0,2,2,3,0,1,0,0,4,2,0,0,1,1
18307,2,0,0,0,2,0,1,0,4,1,1,0,2,0,0,2,4,0,0,8,0
18308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18309,2,1,5,0,0,1,2,1,0,0,0,2,2,0,3,0,0,0,0,12,0
18310,3,1,1,0,0,2,1,1,0,0,0,2,4,0,2,0,0,0,0,11,0
18311,3,2,5,0,0,2,3,1,0,0,0,2,1,0,1,0,0,0,0,3,1
18312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18313,0,0,0,4,2,0,0,0,2,0,3,0,0,1,0,3,3,3,1,4,1
18314,0,0,0,3,2,0,0,0,1,0,2,0,0,2,0,1,2,3,1,6,0
18315,0,0,0,5,2,0,0,0,2,0,1,0,0,1,0,2,3,1,2,1,0
18316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18317,0,1,3,0,1,1,0,0,3,1,3,1,0,0,0,0,0,0,2,12,0
18318,0,1,1,0,2,2,0,0,1,1,3,2,0,0,0,0,0,0,1,5,1
18319,0,2,2,0,1,1,0,0,1,2,2,1,0,0,0,0,0,0,2,12,0
18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18321,2,0,0,4,0,0,1,2,1,0,0,0,0,0,3,1,4,1,0,7,0
18322,3,0,0,3,0,0,2,2,3,0,0,0,0,0,1,4,4,1,0,1,1
18323,2,0,0,2,0,0,1,2,1,0,0,0,0,0,3,1,2,1,0,12,0
18324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18325,0,0,1,2,2,0,1,0,0,2,0,1,2,1,0,0,1,0,0,2,0
18326,0,0,5,3,1,0,1,0,0,2,0,1,3,2,0,0,3,0,0,2,1
